Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
75	Riijuvenate	WOODDEPARTMENT	Alliance	636.3	39	Jun 27	34:42	Field Marshal's Dragonhide Helmet (16451)	Onyxia Tooth Pendant (18404)	Field Marshal's Dragonhide Spaulders (16449)	Field Marshal's Dragonhide Breastplate (16452)	Belt of Preserved Heads (20216)	Marshal's Dragonhide Legguards (16450)	Marshal's Dragonhide Boots (16459)	Primal Batskin Bracers (19687)	Marshal's Dragonhide Gauntlets (16448)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Mark of Tyranny (13966)	Zulian Tigerhide Cloak (19907)	Manual Crowd Pummeler (9449)	N/A	N/A
76	Moossad	Nominal	Horde	634.6	39	Jun 25	40:14	Warlord's Dragonhide Helmet (16550)	Prestor's Talisman of Connivery (19377)	Warlord's Dragonhide Epaulets (16551)	Warlord's Dragonhide Hauberk (16549)	Belt of Preserved Heads (20216)	General's Dragonhide Leggings (16552)	Boots of the Shadow Flame (19381)	Wristguards of Stability (19146)	General's Dragonhide Gloves (16555)	Circle of Applied Force (19432)	Band of Accuria (17063)	Zandalarian Hero Medallion (19949)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	Manual Crowd Pummeler (9449)	N/A	Egan's Blaster (13289)
77	Phenomia	null	Alliance	632.7	38	Jun 25	32:01	Field Marshal's Dragonhide Helmet (16451)	Onyxia Tooth Pendant (18404)	Field Marshal's Dragonhide Spaulders (16449)	Field Marshal's Dragonhide Breastplate (16452)	Belt of Preserved Heads (20216)	Marshal's Dragonhide Legguards (16450)	Boots of the Shadow Flame (19381)	Blackmist Armguards (12966)	Marshal's Dragonhide Gauntlets (16448)	Band of Accuria (17063)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Manual Crowd Pummeler (9449)	N/A	Egan's Blaster (13289)
78	Dryftwood	Light's Out	Alliance	630.0	40	Jul 2	23:20	Blooddrenched Mask (22718)	Prestor's Talisman of Connivery (19377)	Flamescarred Shoulders (18374)	Malfurion's Blessed Bulwark (19405)	Belt of Preserved Heads (20216)	Abyssal Leather Leggings (20665)	Boots of the Shadow Flame (19381)	Bracers of the Eclipse (18375)	Shadow Panther Hide Gloves (20259)	Tarnished Elven Ring (18500)	Circle of Applied Force (19432)	Blackhand's Breadth (13965)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Manual Crowd Pummeler (9449)	N/A	N/A
79	Favilla	N/A	Unknown	629.3	40	Jun 22	44:39	Wolfshead Helm (8345)	Onyxia Tooth Pendant (18404)	Warlord's Dragonhide Epaulets (16551)	Warlord's Dragonhide Hauberk (16549)	Belt of Preserved Heads (20216)	General's Dragonhide Leggings (16552)	Boots of the Shadow Flame (19381)	Primal Batskin Bracers (19687)	General's Dragonhide Gloves (16555)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Zulian Tigerhide Cloak (19907)	Manual Crowd Pummeler (9449)	N/A	N/A
80	Holme	Cains	Alliance	628.6	39	May 25	20:35	Wolfshead Helm (8345)	Onyxia Tooth Pendant (18404)	Truestrike Shoulders (12927)	Field Marshal's Dragonhide Breastplate (16452)	Belt of Preserved Heads (20216)	Marshal's Dragonhide Legguards (16450)	Boots of the Shadow Flame (19381)	Blackmist Armguards (12966)	Marshal's Dragonhide Gauntlets (16448)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Hand of Justice (11815)	Counterattack Lodestone (18537)	Zulian Tigerhide Cloak (19907)	Bonecrusher (18420)	N/A	Egan's Blaster (13289)
81	Ascindia	Condition Inquiry	Alliance	627.3	39	Jun 21	44:48	Field Marshal's Dragonhide Helmet (16451)	Onyxia Tooth Pendant (18404)	Field Marshal's Dragonhide Spaulders (16449)	Malfurion's Blessed Bulwark (19405)	Taut Dragonhide Belt (19396)	Marshal's Dragonhide Legguards (16450)	Boots of the Shadow Flame (19381)	Blackmist Armguards (12966)	Marshal's Dragonhide Gauntlets (16448)	Don Julio's Band (19325)	Master Dragonslayer's Ring (19384)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Might of the Tribe (22712)	Manual Crowd Pummeler (9449)	N/A	N/A
82	Starboy	N/A	Unknown	624.2	40	May 11	34:11	Wolfshead Helm (8345)	Onyxia Tooth Pendant (18404)	Flamescarred Shoulders (18374)	Cadaverous Armor (14637)	Belt of Preserved Heads (20216)	Devilsaur Leggings (15062)	Boots of the Shadow Flame (19381)	Blackmist Armguards (12966)	Devilsaur Gauntlets (15063)	Blackstone Ring (17713)	Don Julio's Band (19325)	Mark of Tyranny (13966)	Hand of Justice (11815)	Cape of the Black Baron (13340)	Manual Crowd Pummeler (9449)	N/A	Egan's Blaster (13289)
83	Combine	hmm	Alliance	623.1	39	May 11	28:47	Field Marshal's Dragonhide Helmet (16451)	Onyxia Tooth Pendant (18404)	Field Marshal's Dragonhide Spaulders (16449)	Malfurion's Blessed Bulwark (19405)	Belt of Preserved Heads (20216)	Marshal's Dragonhide Legguards (16450)	Boots of the Shadow Flame (19381)	Primal Batskin Bracers (19687)	Marshal's Dragonhide Gauntlets (16448)	Don Julio's Band (19325)	Band of Accuria (17063)	Mark of the Chosen (17774)	Darkmoon Card: Maelstrom (19289)	Zulian Tigerhide Cloak (19907)	Manual Crowd Pummeler (9449)	N/A	Egan's Blaster (13289)
84	Carwreck	Inner Sanctum	Alliance	622.9	40	Jun 29	26:47	Field Marshal's Dragonhide Helmet (16451)	Onyxia Tooth Pendant (18404)	Field Marshal's Dragonhide Spaulders (16449)	Malfurion's Blessed Bulwark (19405)	Taut Dragonhide Belt (19396)	Marshal's Dragonhide Legguards (16450)	Boots of the Shadow Flame (19381)	Blackmist Armguards (12966)	Marshal's Dragonhide Gauntlets (16448)	Band of Accuria (17063)	Master Dragonslayer's Ring (19384)	Drake Fang Talisman (19406)	Hand of Justice (11815)	Cloak of Draconic Might (19436)	Manual Crowd Pummeler (9449)	N/A	N/A
85	Shyft	Bulwark	Alliance	620.9	36	Jun 11	44:27	Wolfshead Helm (8345)	Onyxia Tooth Pendant (18404)	Field Marshal's Dragonhide Spaulders (16449)	Field Marshal's Dragonhide Breastplate (16452)	Belt of Preserved Heads (20216)	Marshal's Dragonhide Legguards (16450)	Boots of the Shadow Flame (19381)	Primal Batskin Bracers (19687)	Marshal's Dragonhide Gauntlets (16448)	Don Julio's Band (19325)	Band of Accuria (17063)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Zulian Tigerhide Cloak (19907)	Manual Crowd Pummeler (9449)	N/A	Idol of Rejuvenation (22398)
86	Krombear	Gravity	Horde	620.7	40	May 19	53:54	Lizardscale Eyepatch (19945)	Onyxia Tooth Pendant (18404)	Truestrike Shoulders (12927)	Malfurion's Blessed Bulwark (19405)	Molten Belt (19163)	Devilsaur Leggings (15062)	Pads of the Dread Wolf (13210)	Primal Batskin Bracers (19687)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Myrmidon's Signet (2246)	Blackhand's Breadth (13965)	Drake Fang Talisman (19406)	Cape of the Black Baron (13340)	Manual Crowd Pummeler (9449)	N/A	N/A
87	觉觉	AFK PLAYERS	Alliance	620.1	40	Jun 9	27:16	Field Marshal's Dragonhide Helmet (16451)	Onyxia Tooth Pendant (18404)	Abyssal Leather Shoulders (20689)	Field Marshal's Dragonhide Breastplate (16452)	Belt of Preserved Heads (20216)	Marshal's Dragonhide Legguards (16450)	Boots of the Shadow Flame (19381)	Wristguards of Stability (19146)	Marshal's Dragonhide Gauntlets (16448)	Master Dragonslayer's Ring (19384)	Band of Accuria (17063)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Onyxia Scale Cloak (15138)	Manual Crowd Pummeler (9449)	N/A	Idol of Rejuvenation (22398)
88	Drulli	Arbetsförmedlingen	Horde	620.1	40	May 18	34:38	Warlord's Dragonhide Helmet (16550)	Onyxia Tooth Pendant (18404)	Truestrike Shoulders (12927)	Warlord's Dragonhide Hauberk (16549)	Belt of Preserved Heads (20216)	General's Dragonhide Leggings (16552)	General's Dragonhide Boots (16554)	Blackmist Armguards (12966)	General's Dragonhide Gloves (16555)	Don Julio's Band (19325)	Band of Accuria (17063)	Rune of the Guard Captain (19120)	Hand of Justice (11815)	Dragon's Blood Cape (17107)	Manual Crowd Pummeler (9449)	N/A	Egan's Blaster (13289)
89	Chaseradhd	TS - Pug	Horde	616.7	40	Jun 16	30:33	Lizardscale Eyepatch (19945)	Onyxia Tooth Pendant (18404)	Truestrike Shoulders (12927)	Primal Batskin Jerkin (19685)	Belt of Preserved Heads (20216)	Devilsaur Leggings (15062)	Swiftfoot Treads (15861)	Deepfury Bracers (13120)	Devilsaur Gauntlets (15063)	Band of Jin (19925)	Seal of Jin (19898)	Rune of the Guard Captain (19120)	Blackhand's Breadth (13965)	Cloak of the Shrouded Mists (17102)	Manual Crowd Pummeler (9449)	N/A	N/A
90	Tarker	CBITAHOK	Alliance	615.4	39	Jul 3	45:56	Field Marshal's Dragonhide Helmet (16451)	Onyxia Tooth Pendant (18404)	Field Marshal's Dragonhide Spaulders (16449)	Field Marshal's Dragonhide Breastplate (16452)	Belt of Preserved Heads (20216)	Marshal's Dragonhide Legguards (16450)	Marshal's Dragonhide Boots (16459)	Bracers of the Eclipse (18375)	Marshal's Dragonhide Gauntlets (16448)	Band of Accuria (17063)	Don Julio's Band (19325)	Drake Fang Talisman (19406)	Blackhand's Breadth (13965)	Cape of the Black Baron (13340)	Manual Crowd Pummeler (9449)	N/A	Idol of Rejuvenation (22398)
