Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
1	정수리	N/A	Unknown	247.9	40	Jun 12	1:06:29	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Empowered Leggings (19385)	Verdant Footpads (13954)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Cauterizing Band (19140)	Fordring's Seal (16058)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Hakkari Loa Cloak (19870)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	N/A
2	Gonko	Sparks	Horde	245.5	40	May 28	50:00	Earthfury Helmet (16842)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Earthfury Legguards (16843)	Earthfury Boots (16837)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Ring of Demonic Guile (18314)	Ring of Demonic Guile (18314)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Royal Tribunal Cloak (13376)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	N/A
3	Jolanda	GG	Horde	229.4	40	Jun 12	52:24	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Breastplate of Ten Storms (16950)	Belt of Ten Storms (16944)	Empowered Leggings (19385)	Verdant Footpads (13954)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Fordring's Seal (16058)	Cauterizing Band (19140)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hide of the Wild (18510)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
4	Freshright	SQUAWK	Horde	214.6	41	Jun 18	55:54	Bloodstained Coif (19875)	Onyxia Tooth Pendant (18404)	Abyssal Mail Pauldrons (20680)	Runed Bloodstained Hauberk (19904)	Therazane's Link (19380)	Abyssal Mail Legguards (20668)	Bloodmail Boots (14616)	Blackmist Armguards (12966)	General's Mail Gauntlets (16574)	Blackstone Ring (17713)	Don Julio's Band (19325)	Hand of Justice (11815)	Zandalarian Hero Charm (19950)	Might of the Tribe (22712)	High Warlord's Battle Axe (18831)	N/A	Egan's Blaster (13289)
5	Grgang	ThinkinBoutThosBeans	Horde	212.5	40	Jul 1	1:01:36	Helmet of Ten Storms (16947)	Choker of Enlightenment (17109)	Earthfury Epaulets (16844)	Breastplate of Ten Storms (16950)	Earthfury Belt (16838)	Salamander Scale Pants (18875)	Earthfury Boots (16837)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Primalist's Seal (19863)	Primalist's Band (19920)	Zandalarian Hero Charm (19950)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Will of Arlokk (19909)	N/A	N/A
6	Rckdchainz	Coffee	Horde	210.1	39	Jul 5	1:15:47	Helmet of Ten Storms (16947)	Choker of the Fire Lord (18814)	Earthfury Epaulets (16844)	Earthfury Vestments (16841)	Earthfury Belt (16838)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Earthfury Bracers (16840)	Gauntlets of Ten Storms (16948)	Rosewine Circle (13178)	Band of Servitude (22721)	Mar'li's Eye (19930)	Zandalarian Hero Charm (19950)	Sapphiron Drape (17078)	Jin'do's Hexxer (19890)	Malistar's Defender (17106)	N/A
7	Jolanda	GG	Horde	209.0	40	May 8	1:00:22	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Breastplate of Ten Storms (16950)	Belt of Ten Storms (16944)	Legplates of Ten Storms (16946)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Cauterizing Band (19140)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Hide of the Wild (18510)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
8	Varanite	SQUAWK	Horde	204.4	40	May 28	51:51	Helmet of Ten Storms (16947)	Choker of Enlightenment (17109)	Denwatcher's Shoulders (18494)	Righteous Armor (10070)	Firemaw's Clutch (19400)	General's Mail Leggings (16579)	Greaves of Ten Storms (16949)	Nightshade Armguards (10223)	Blood Guard's Mail Vices (22867)	Band of Sulfuras (19138)	Eye of Orgrimmar (12545)	Natural Alignment Crystal (19344)	Briarwood Reed (12930)	Cloak of the Brood Lord (19378)	High Warlord's Spellblade (23466)	Therazane's Touch (19315)	N/A
9	Shoby	Progress	Horde	203.3	40	Jun 18	20:46	Helmet of Ten Storms (16947)	Pendant of the Fallen Dragon (19371)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Rosewine Circle (13178)	Ring of Blackrock (19397)	Mindtap Talisman (18371)	Rejuvenating Gem (19395)	Shroud of Pure Thought (19430)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	N/A
10	Bruhn	N/A	Unknown	200.4	40	Jun 8	1:08:59	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Earthfury Belt (16838)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Band of Rumination (18103)	Fordring's Seal (16058)	Shard of the Scale (17064)	Rejuvenating Gem (19395)	Hide of the Wild (18510)	Aurastone Hammer (17105)	Lei of the Lifegiver (19312)	N/A
11	Shocklatmilk	GG	Horde	194.7	40	Jun 12	52:24	Champion's Mail Headguard (23259)	Frostwolf Legionnaire's Pendant (19095)	Black Brood Pauldrons (19373)	Legionnaire's Mail Hauberk (22876)	Zandalar Augur's Belt (19829)	Legplates of Ten Storms (16946)	Blood Guard's Mail Greaves (22857)	Zandalar Augur's Bracers (19830)	Voone's Vice Grips (13963)	Band of Flesh (13373)	Don Julio's Band (19325)	Royal Seal of Eldre'Thalas (18471)	Rune of the Guard Captain (19120)	Stoneskin Gargoyle Cape (13397)	Earthshaker (17073)	N/A	N/A
12	Stykke	N/A	Unknown	194.4	40	Jun 23	58:34	Helmet of Ten Storms (16947)	Jeklik's Opaline Talisman (19923)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Bracers of Prosperity (18525)	Harmonious Gauntlets (18527)	Pure Elementium Band (19382)	Cauterizing Band (19140)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Shroud of Pure Thought (19430)	Jin'do's Hexxer (19890)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
13	Shocklatmilk	GG	Horde	187.6	41	Jun 19	1:20:09	Zulian Headdress (22720)	Jeklik's Opaline Talisman (19923)	Epaulets of Ten Storms (16945)	Red Dragonscale Breastplate (15047)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	General's Mail Boots (16573)	Elegant Bracers (10213)	Gauntlets of Ten Storms (16948)	Fordring's Seal (16058)	Band of Mending (22334)	Second Wind (11819)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	Zulian Scepter of Rites (22713)	Lei of the Lifegiver (19312)	N/A
14	로겨사랑해	원스 1공	Horde	170.9	40	Jul 8	44:15	Mish'undare, Circlet of the Mind Flayer (19375)	Choker of the Fire Lord (18814)	Wild Growth Spaulders (18810)	Breastplate of Ten Storms (16950)	Mana Igniting Cord (19136)	General's Mail Leggings (16579)	General's Mail Boots (16573)	Bracers of Arcane Accuracy (19374)	Gauntlets of Ten Storms (16948)	Band of Servitude (22721)	Ring of Blackrock (19397)	Talisman of Ephemeral Power (18820)	Neltharion's Tear (19379)	Spritecaster Cape (11623)	Jin'do's Hexxer (19890)	Red Dragonscale Protector (19348)	N/A
15	Varanite	SQUAWK	Horde	160.3	40	May 6	53:40	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Rosewine Circle (13178)	Briarwood Reed (12930)	Natural Alignment Crystal (19344)	Hide of the Wild (18510)	Fang of the Mystics (17070)	Lei of the Lifegiver (19312)	N/A
16	Solka	N/A	Unknown	153.1	40	Jun 15	56:24	Crown of Tyranny (13359)	Jungle Necklace (12046)	Black Dragonscale Shoulders (15051)	Runed Bloodstained Hauberk (19904)	Belt of Preserved Heads (20216)	Black Dragonscale Leggings (15052)	Black Dragonscale Boots (16984)	Adventurer's Bracers (10256)	General's Mail Gauntlets (16574)	Don Julio's Band (19325)	Seal of the Gurubashi Berserker (22722)	Rune of the Guard Captain (19120)	Blackhand's Breadth (13965)	Might of the Tribe (22712)	Nightfall (19169)	N/A	N/A
17	Creamytotem	N/A	Unknown	151.4	40	Jun 15	56:24	Bloodstained Coif (19875)	Emberfury Talisman (12929)	Black Dragonscale Shoulders (15051)	Black Dragonscale Breastplate (15050)	Belt of Ten Storms (16944)	Devilsaur Leggings (15062)	Black Dragonscale Boots (16984)	Primal Batskin Bracers (19687)	Devilsaur Gauntlets (15063)	Seal of the Gurubashi Berserker (22722)	Don Julio's Band (19325)	Natural Alignment Crystal (19344)	Briarwood Reed (12930)	Onyxia Scale Cloak (15138)	High Warlord's Battle Axe (18831)	N/A	Egan's Blaster (13289)
18	Namaha	N/A	Unknown	150.5	39	Jun 8	36:00	The Hexxer's Cover (19886)	Jeklik's Opaline Talisman (19923)	Earthfury Epaulets (16844)	Zandalar Augur's Hauberk (19828)	Firemaw's Clutch (19400)	Legplates of Ten Storms (16946)	General's Mail Boots (16573)	Zandalar Augur's Bracers (19830)	Gauntlets of Ten Storms (16948)	Band of Servitude (22721)	Fordring's Seal (16058)	Briarwood Reed (12930)	Eye of the Beast (13968)	Cloak of the Brood Lord (19378)	High Warlord's Battle Mace (23464)	Malistar's Defender (17106)	Egan's Blaster (13289)
19	Ögpdötkekw	N/A	Unknown	149.9	40	Apr 24	53:11	Helmet of Ten Storms (16947)	Choker of the Fire Lord (18814)	Deep Earth Spaulders (18829)	Breastplate of Ten Storms (16950)	Belt of Ten Storms (16944)	Primalist's Linked Legguards (19401)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Peridot Circle (11979)	Cyclopean Band (11824)	Eye of the Beast (13968)	Royal Seal of Eldre'Thalas (18471)	Chromatic Cloak (18509)	Hand of Edward the Odd (2243)	Therazane's Touch (19315)	N/A
20	Karasham	Progress	Horde	149.5	40	Apr 22	20:59	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Verdant Footpads (13954)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Rosewine Circle (13178)	Fordring's Seal (16058)	Shard of the Scale (17064)	Second Wind (11819)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
21	Melrok	N/A	Unknown	140.5	40	Jun 15	56:24	Eye of Rend (12587)	Frostwolf Legionnaire's Pendant (19095)	Black Dragonscale Shoulders (15051)	Black Dragonscale Breastplate (15050)	Frostwolf Leather Belt (19089)	Devilsaur Leggings (15062)	Black Dragonscale Boots (16984)	Primal Batskin Bracers (19687)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Rosewine Circle (13178)	Briarwood Reed (12930)	Piccolo of the Flaming Fire (13379)	Zulian Tigerhide Cloak (19907)	High Warlord's Battle Axe (18831)	N/A	N/A
22	Exander	Progress	Horde	137.0	40	Jun 11	11:21	Bloodstained Coif (19875)	Frostwolf Legionnaire's Pendant (19095)	Black Dragonscale Shoulders (15051)	Legionnaire's Mail Hauberk (22876)	Therazane's Link (19380)	Devilsaur Leggings (15062)	Blood Guard's Mail Greaves (22857)	Lordly Armguards (13135)	Devilsaur Gauntlets (15063)	Don Julio's Band (19325)	Seal of the Gurubashi Berserker (22722)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Might of the Tribe (22712)	Spinal Reaper (17104)	N/A	N/A
23	Loony	Fatality	Horde	129.7	40	Jun 15	24:01	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Animist's Spaulders (19928)	Zandalar Augur's Hauberk (19828)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	General's Mail Gauntlets (16574)	Primalist's Seal (19863)	Primalist's Band (19920)	Talisman of Ephemeral Power (18820)	Royal Seal of Eldre'Thalas (18471)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Red Dragonscale Protector (19348)	N/A
24	Willieg	HOGS Pug	Horde	126.5	40	May 31	34:23	Helmet of Ten Storms (16947)	Barbed Thorn Necklace (18289)	Champion's Mail Pauldrons (23260)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Zandalar Augur's Bracers (19830)	Blood Guard's Mail Vices (22867)	Band of Servitude (22721)	Zanzil's Seal (19893)	Zandalarian Hero Charm (19950)	Eye of the Beast (13968)	Sapphiron Drape (17078)	Hand of Edward the Odd (2243)	Therazane's Touch (19315)	N/A
25	Tsumii	N/A	Unknown	126.2	40	Jun 28	30:34	Helmet of Ten Storms (16947)	Pendant of the Fallen Dragon (19371)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Salamander Scale Pants (18875)	Shimmering Geta (19391)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Rosewine Circle (13178)	Ring of Blackrock (19397)	Briarwood Reed (12930)	Natural Alignment Crystal (19344)	Shroud of Pure Thought (19430)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
26	Shöckgazm	TL	Horde	125.7	39	Jun 23	46:16	Bloodstained Coif (19875)	Amulet of the Darkmoon (19491)	Taut Dragonhide Shoulderpads (19389)	Savage Gladiator Chain (11726)	Belt of Preserved Heads (20216)	Black Dragonscale Leggings (15052)	Black Dragonscale Boots (16984)	Wristguards of Stability (19146)	Chromatic Gauntlets (19157)	Seal of Jin (19898)	Don Julio's Band (19325)	Hand of Justice (11815)	Blackhand's Breadth (13965)	Might of the Tribe (22712)	Nightfall (19169)	N/A	N/A
27	Rig	something to think about	Horde	125.6	40	Jun 18	34:28	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Deep Earth Spaulders (18829)	Breastplate of Ten Storms (16950)	Barrage Girdle (18721)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Eye of Orgrimmar (12545)	Ring of Blackrock (19397)	Eye of the Beast (13968)	Rejuvenating Gem (19395)	Deep Woodlands Cloak (19121)	Shadow Wing Focus Staff (19355)	N/A	N/A
28	Noufer	Progress	Horde	125.5	40	Jun 24	1:09:37	Warlord's Mail Helm (16578)	Frostwolf Legionnaire's Pendant (19095)	Warlord's Mail Spaulders (16580)	Warlord's Mail Armor (16577)	Therazane's Link (19380)	Devilsaur Leggings (15062)	General's Mail Boots (16573)	Lordly Armguards (13135)	Devilsaur Gauntlets (15063)	Seal of the Gurubashi Berserker (22722)	Don Julio's Band (19325)	Rune of the Guard Captain (19120)	Talisman of Ephemeral Power (18820)	Frostwolf Legionnaire's Cloak (19083)	High Warlord's Battle Axe (18831)	N/A	Egan's Blaster (13289)
29	Myllytys	SEPON KALASEURA	Horde	125.0	40	Apr 23	49:18	Crown of Destruction (18817)	Onyxia Tooth Pendant (18404)	Black Dragonscale Shoulders (15051)	Savage Gladiator Chain (11726)	Bloodmail Belt (14614)	Black Dragonscale Leggings (15052)	Black Dragonscale Boots (16984)	Wristguards of True Flight (18812)	Chromatic Gauntlets (19157)	Don Julio's Band (19325)	Tarnished Elven Ring (18500)	Blackhand's Breadth (13965)	Rune of the Guard Captain (19120)	Cape of the Black Baron (13340)	Nightfall (19169)	N/A	Egan's Blaster (13289)
30	Yanevåknow	N/A	Unknown	124.8	40	Jun 20	37:33	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Animist's Spaulders (19928)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Pure Elementium Band (19382)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Hakkari Loa Cloak (19870)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
31	Irabue	Knokploeg	Horde	124.8	40	May 29	46:46	Warlord's Mail Helm (16578)	Soul Corrupter's Necklace (19876)	Warlord's Mail Spaulders (16580)	Warlord's Mail Armor (16577)	Belt of Preserved Heads (20216)	General's Mail Leggings (16579)	General's Mail Boots (16573)	Primal Batskin Bracers (19687)	General's Mail Gauntlets (16574)	Jungle Ring (12016)	Don Julio's Band (19325)	Blackhand's Breadth (13965)	Hand of Justice (11815)	Frostwolf Legionnaire's Cloak (19083)	Draconic Avenger (19354)	N/A	N/A
32	Kickers	GG	Horde	123.0	40	Jun 12	52:24	Crown of Destruction (18817)	Jungle Necklace (12046)	Deep Earth Spaulders (18829)	Wanderer's Armor (10105)	Frostwolf Leather Belt (19089)	Devilsaur Leggings (15062)	Bloodstained Greaves (19919)	Lordly Armguards (13135)	Devilsaur Gauntlets (15063)	Swamp Ring (12015)	Don Julio's Band (19325)	Rune of the Guard Captain (19120)	Eye of the Beast (13968)	Frostwolf Legionnaire's Cloak (19083)	Brain Hacker (1263)	N/A	N/A
33	Kyojin	bipolar	Horde	122.0	38	May 12	33:19	Helmet of Ten Storms (16947)	Animated Chain Necklace (18723)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Legplates of Ten Storms (16946)	Verdant Footpads (13954)	High Councillor's Bracers (10136)	Gloves of Restoration (18309)	Primalist's Seal (19863)	Emerald Flame Ring (18395)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Hide of the Wild (18510)	Claw of Chromaggus (19347)	Lei of the Lifegiver (19312)	N/A
34	Prøc	Chosen	Horde	121.4	40	Apr 13	51:18	Helm of the Lifegiver (18870)	Animated Chain Necklace (18723)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Legplates of Ten Storms (16946)	Earthfury Boots (16837)	Loomguard Armbraces (13969)	Gauntlets of Ten Storms (16948)	Rosewine Circle (13178)	Eye of Orgrimmar (12545)	Rejuvenating Gem (19395)	Briarwood Reed (12930)	Hide of the Wild (18510)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	N/A
35	Lulu	Plan B	Horde	120.7	40	Jun 11	49:10	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Cauterizing Band (19140)	Ring of Blackrock (19397)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Shroud of Pure Thought (19430)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
36	Bobalover	SQUAWK	Horde	120.5	40	Jun 29	43:52	Earthfury Helmet (16842)	Pendant of the Fallen Dragon (19371)	Earthfury Epaulets (16844)	Wanderer's Armor (10105)	Belt of Ten Storms (16944)	Abyssal Leather Leggings (20665)	Animist's Boots (19892)	Earthfury Bracers (16840)	Earthfury Gauntlets (16839)	Rosewine Circle (13178)	Band of Servitude (22721)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Shroud of Pure Thought (19430)	Zulian Scepter of Rites (22713)	Arlokk's Hoodoo Stick (19922)	N/A
37	Exandri	Progress	Horde	119.5	40	May 20	21:50	Zulian Headdress (22720)	Jeklik's Opaline Talisman (19923)	Animist's Spaulders (19928)	Robes of the Exalted (13346)	Zandalar Augur's Belt (19829)	Padre's Trousers (18386)	Animist's Boots (19892)	Zandalar Augur's Bracers (19830)	Gloves of Restoration (18309)	Band of Rumination (18103)	Ring of Demonic Guile (18314)	Mindtap Talisman (18371)	Royal Seal of Eldre'Thalas (18471)	Shroud of Pure Thought (19430)	Lok'amir il Romathis (19360)	Lei of the Lifegiver (19312)	N/A
38	Zaissi	Pump Factory	Horde	118.7	40	Jun 25	33:21	Green Lens (10504)	Jeklik's Opaline Talisman (19923)	Deep Earth Spaulders (18829)	Bloodvine Vest (19682)	Belt of Untapped Power (22716)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Masterwork Bracers (10265)	Bloodtinged Gloves (19929)	Eye of Orgrimmar (12545)	Rune Band of Wizardry (22339)	Zandalarian Hero Charm (19950)	Briarwood Reed (12930)	Cloak of Consumption (19857)	High Warlord's Spellblade (23466)	Therazane's Touch (19315)	Egan's Blaster (13289)
39	Cannabinoib	THREATCAPPED	Horde	114.2	40	May 5	36:33	Helmet of Ten Storms (16947)	Star of Mystaria (12103)	Champion's Mail Pauldrons (23260)	Bloodvine Vest (19682)	Ban'thok Sash (11662)	Bloodvine Leggings (19683)	Bloodvine Boots (19684)	Mighty Armsplints (10147)	Blood Guard's Mail Vices (22867)	Maiden's Circle (13001)	Maiden's Circle (13001)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Sapphiron Drape (17078)	Lok'amir il Romathis (19360)	Therazane's Touch (19315)	N/A
40	Mgkisa	N/A	Unknown	113.4	40	Apr 16	1:12:06	Helmet of Ten Storms (16947)	Tempest Talisman (18317)	Wild Growth Spaulders (18810)	Red Dragonscale Breastplate (15047)	Belt of Ten Storms (16944)	Legplates of Ten Storms (16946)	Boots of the Full Moon (18507)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Fordring's Seal (16058)	Rosewine Circle (13178)	Royal Seal of Eldre'Thalas (18471)	Briarwood Reed (12930)	Hide of the Wild (18510)	Sorcerous Dagger (18878)	Malistar's Defender (17106)	N/A
41	Realblueclas	SWISH	Horde	112.2	40	Jun 18	18:30	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Belt of Ten Storms (16944)	Salamander Scale Pants (18875)	Goblin Rocket Boots (7189)	Bracers of Ten Storms (16943)	Harmonious Gauntlets (18527)	Primalist's Seal (19863)	Primalist's Band (19920)	Rejuvenating Gem (19395)	Natural Alignment Crystal (19344)	Hide of the Wild (18510)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
42	Lawz	livid	Horde	111.0	38	Jun 27	34:11	Helmet of Ten Storms (16947)	Choker of the Fire Lord (18814)	Earthfury Epaulets (16844)	Robes of the Exalted (13346)	Corehound Belt (19162)	Legplates of Ten Storms (16946)	Greaves of Ten Storms (16949)	Loomguard Armbraces (13969)	Harmonious Gauntlets (18527)	Cauterizing Band (19140)	Fordring's Seal (16058)	Rejuvenating Gem (19395)	Briarwood Reed (12930)	Hakkari Loa Cloak (19870)	High Warlord's Battle Mace (23464)	Lei of the Lifegiver (19312)	Totem of Rebirth (22345)
43	Forzaxd	N/A	Unknown	110.9	40	Apr 14	39:37	Helm of the Lifegiver (18870)	Choker of Enlightenment (17109)	Living Shoulders (15061)	Earthfury Vestments (16841)	Foresight Girdle (13387)	Legplates of Ten Storms (16946)	General's Mail Boots (16573)	Loomguard Armbraces (13969)	Earthfury Gauntlets (16839)	Fordring's Seal (16058)	Rosewine Circle (13178)	Briarwood Reed (12930)	Second Wind (11819)	Sapphiron Drape (17078)	The Hammer of Grace (11923)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
44	더블스틸	N/A	Unknown	108.0	40	May 31	1:09:56	Zulian Headdress (22720)	Tooth of Gnarr (13141)	Earthfury Epaulets (16844)	Chestplate of Tranquility (18373)	Eyestalk Cord (18391)	Earthfury Legguards (16843)	Verdant Footpads (13954)	Bracers of Prosperity (18525)	Earthfury Gauntlets (16839)	Band of Servitude (22721)	Band of Rumination (18103)	Zandalarian Hero Charm (19950)	Royal Seal of Eldre'Thalas (18471)	Hakkari Loa Cloak (19870)	Fang of Venoxis (19903)	Lei of the Lifegiver (19312)	Egan's Blaster (13289)
45	Ray	Fatality	Horde	106.1	40	Jun 20	22:37	Helmet of Ten Storms (16947)	Jin'do's Evil Eye (19885)	Wild Growth Spaulders (18810)	Robes of the Exalted (13346)	Corehound Belt (19162)	Salamander Scale Pants (18875)	General's Mail Boots (16573)	Bracers of Ten Storms (16943)	Gauntlets of Ten Storms (16948)	Cauterizing Band (19140)	Rosewine Circle (13178)	Briarwood Reed (12930)	Second Wind (11819)	Hide of the Wild (18510)	High Warlord's Pulverizer (18868)	N/A	Egan's Blaster (13289)
