Rank	Name	Guild	Faction	DPS	Size	Date	Duration	Head	Neck	Shoulder	Chest	Waist	Legs	Feet	Wrist	Hands	Ring1	Ring2	Trinket1	Trinket2	Back	Weapon1	Weapon2	Ranged
56	Sugghacrack	AV RANKER	Horde	1,264.6	39	Jun 22	43:18	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Bracelets of Wrath (16959)	Edgemaster's Handguards (14551)	Master Dragonslayer's Ring (19384)	Don Julio's Band (19325)	Drake Fang Talisman (19406)	Diamond Flask (20130)	Cloak of the Shrouded Mists (17102)	High Warlord's Quickblade (23467)	High Warlord's Blade (16345)	Dragonbreath Hand Cannon (19368)
57	Obiwonson	Smooth	Horde	1,261.8	40	May 26	58:04	Warlord's Plate Headpiece (16542)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Band of Accuria (17063)	Don Julio's Band (19325)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Alcor's Sunrazor (14555)	High Warlord's Cleaver (18828)	Blastershot Launcher (17072)
58	Ryvil	blurry	Alliance	1,261.6	40	Jul 5	24:00	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Hand of Justice (11815)	Diamond Flask (20130)	Cloak of the Shrouded Mists (17102)	Grand Marshal's Swiftblade (23456)	Grand Marshal's Longsword (12584)	Blackcrow (12651)
59	Bugatti	and he say me i noob LOL	Alliance	1,259.0	40	May 14	37:06	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Wristguards of True Flight (18812)	Marshal's Plate Gauntlets (16484)	Archimtiros' Ring of Reckoning (19376)	Circle of Applied Force (19432)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Thunderfury, Blessed Blade of the Windseeker (19019)	Grand Marshal's Swiftblade (23456)	Bloodseeker (19107)
60	西南暴龙丶	玉虚宫	Alliance	1,255.4	40	Jun 19	1:05:13	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Zandalar Vindicator's Breastplate (19822)	Onslaught Girdle (19137)	Legguards of the Fallen Crusader (19402)	Chromatic Boots (19387)	Zandalar Vindicator's Armguards (19824)	Flameguard Gauntlets (19143)	Circle of Applied Force (19432)	Archimtiros' Ring of Reckoning (19376)	Lifegiving Gem (19341)	Drake Fang Talisman (19406)	Cloak of Firemaw (19398)	Quel'Serrar (18348)	Maladath, Runed Blade of the Black Flight (19351)	Striker's Mark (17069)
61	Leonidas	SW	Horde	1,254.7	40	Jun 26	1:12:09	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Savage Gladiator Chain (11726)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	Chromatic Boots (19387)	Wristguards of Stability (19146)	General's Plate Gauntlets (16548)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Drake Fang Talisman (19406)	Diamond Flask (20130)	Cape of the Black Baron (13340)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Striker's Mark (17069)
62	Cy	wiggle 2	Horde	1,252.0	40	Jun 30	36:15	Champion's Plate Helm (23244)	The Eye of Hakkar (19856)	Champion's Plate Shoulders (23243)	Warlord's Plate Armor (16541)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Master Dragonslayer's Ring (19384)	Quick Strike Ring (18821)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Dragon's Blood Cape (17107)	Thunderfury, Blessed Blade of the Windseeker (19019)	High Warlord's Quickblade (23467)	Gurubashi Dwarf Destroyer (19853)
63	Blindsilence	Surge	Alliance	1,245.7	41	Jun 27	34:13	Lionheart Helm (12640)	The Eye of Hakkar (19856)	Field Marshal's Plate Shoulderguards (16480)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Sacrificial Gauntlets (22714)	Master Dragonslayer's Ring (19384)	Circle of Applied Force (19432)	Drake Fang Talisman (19406)	Diamond Flask (20130)	Cape of the Black Baron (13340)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Blastershot Launcher (17072)
64	Zuru	Smooth	Horde	1,243.6	40	Jun 30	49:11	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Quick Strike Ring (18821)	Don Julio's Band (19325)	Diamond Flask (20130)	Hand of Justice (11815)	Stoneskin Gargoyle Cape (13397)	High Warlord's Quickblade (23467)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
65	Xéno	GG	Horde	1,236.1	40	May 8	1:00:22	Champion's Plate Helm (23244)	Onyxia Tooth Pendant (18404)	Champion's Plate Shoulders (23243)	Warlord's Plate Armor (16541)	Omokk's Girth Restrainer (13959)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Wristguards of True Flight (18812)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Painweaver Band (13098)	Diamond Flask (20130)	Hand of Justice (11815)	Frostwolf Legionnaire's Cloak (19083)	High Warlord's Cleaver (18828)	High Warlord's Cleaver (18828)	Bloodseeker (19107)
66	Markymarkx	SQUAWK	Horde	1,236.1	41	Jun 25	1:01:47	Helm of Endless Rage (19372)	Onyxia Tooth Pendant (18404)	Drake Talon Pauldrons (19394)	Savage Gladiator Chain (11726)	Zandalar Vindicator's Belt (19823)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	Edgemaster's Handguards (14551)	Don Julio's Band (19325)	Archimtiros' Ring of Reckoning (19376)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Alcor's Sunrazor (14555)	High Warlord's Blade (16345)	Blastershot Launcher (17072)
67	Twd	Total Disaster	Alliance	1,235.7	39	May 16	20:23	Field Marshal's Plate Helm (16478)	Onyxia Tooth Pendant (18404)	Field Marshal's Plate Shoulderguards (16480)	Field Marshal's Plate Armor (16477)	Onslaught Girdle (19137)	Marshal's Plate Legguards (16479)	Marshal's Plate Boots (16483)	Zandalar Vindicator's Armguards (19824)	Marshal's Plate Gauntlets (16484)	Circle of Applied Force (19432)	Don Julio's Band (19325)	Diamond Flask (20130)	Hand of Justice (11815)	Stoneskin Gargoyle Cape (13397)	Grand Marshal's Longsword (12584)	Grand Marshal's Swiftblade (23456)	Blackcrow (12651)
68	古月映白鱼	N/A	Unknown	1,233.7	40	Jun 9	48:34	Warlord's Plate Headpiece (16542)	Onyxia Tooth Pendant (18404)	Warlord's Plate Shoulders (16544)	Warlord's Plate Armor (16541)	Onslaught Girdle (19137)	General's Plate Leggings (16543)	General's Plate Boots (16545)	Zandalar Vindicator's Armguards (19824)	General's Plate Gauntlets (16548)	Quick Strike Ring (18821)	Master Dragonslayer's Ring (19384)	Diamond Flask (20130)	Drake Fang Talisman (19406)	Cloak of the Shrouded Mists (17102)	Thunderfury, Blessed Blade of the Windseeker (19019)	Maladath, Runed Blade of the Black Flight (19351)	Striker's Mark (17069)
